city,area,rooms,bathroom,parking spaces
Porto Alegre,38,1,1,0
Belo Horizonte,210,4,4,4
São Paulo,380,4,5,5
Rio de Janeiro,289,3,2,1
São Paulo,28,1,1,0
Campinas,83,2,3,1
São Paulo,120,4,3,3
Porto Alegre,60,2,2,1
São Paulo,100,2,1,0
São Paulo,108,4,3,2
São Paulo,345,2,3,2
São Paulo,210,3,4,4
Rio de Janeiro,80,2,1,0
São Paulo,270,4,4,4
Porto Alegre,60,2,1,0
Rio de Janeiro,64,2,1,1
Rio de Janeiro,90,2,2,0
São Paulo,157,3,3,1
Campinas,100,3,2,1
Campinas,86,3,2,2
São Paulo,56,2,1,1
Rio de Janeiro,40,1,1,0
São Paulo,188,3,4,1
Campinas,44,2,1,1
Rio de Janeiro,300,3,2,0
Rio de Janeiro,101,3,3,2
Belo Horizonte,130,3,1,1
São Paulo,120,4,3,3
São Paulo,200,3,4,2
São Paulo,140,3,4,2
Rio de Janeiro,100,3,1,0
São Paulo,260,5,3,0
São Paulo,77,2,2,2
Campinas,45,1,1,0
Porto Alegre,50,2,1,1
Campinas,44,2,1,2
Porto Alegre,84,1,2,0
Belo Horizonte,53,3,1,0
São Paulo,200,3,4,2
Campinas,75,3,2,1
Porto Alegre,120,2,2,1
Belo Horizonte,70,2,1,0
Campinas,100,3,2,0
Porto Alegre,73,2,2,1
Rio de Janeiro,70,2,1,1
São Paulo,110,2,4,2
São Paulo,200,3,2,2
São Paulo,75,2,2,2
São Paulo,96,2,1,1
Rio de Janeiro,270,3,2,1
São Paulo,100,1,1,0
Belo Horizonte,195,4,2,2
Rio de Janeiro,102,3,2,0
São Paulo,310,4,4,8
São Paulo,63,2,2,1
São Paulo,131,3,2,2
São Paulo,37,1,1,1
São Paulo,145,3,2,2
São Paulo,135,3,3,1
Porto Alegre,67,3,2,1
São Paulo,25,1,1,0
Belo Horizonte,300,4,4,4
São Paulo,190,3,2,2
São Paulo,105,3,2,2
São Paulo,48,1,1,2
Porto Alegre,170,2,3,1
São Paulo,75,3,2,1
São Paulo,520,3,4,8
Rio de Janeiro,37,1,1,0
São Paulo,305,3,6,3
Rio de Janeiro,80,2,2,1
Campinas,69,2,2,1
São Paulo,36,1,1,1
São Paulo,28,1,1,0
Porto Alegre,110,1,2,1
Porto Alegre,88,2,1,0
São Paulo,500,5,7,7
São Paulo,122,3,2,1
Belo Horizonte,85,2,1,1
São Paulo,36,1,1,0
Belo Horizonte,80,3,2,1
São Paulo,114,3,3,0
Belo Horizonte,150,3,2,2
São Paulo,70,2,1,0
São Paulo,370,4,4,3
Campinas,47,1,1,1
São Paulo,70,3,2,2
São Paulo,70,2,2,2
São Paulo,50,2,3,0
Rio de Janeiro,37,1,1,0
São Paulo,136,3,2,2
Rio de Janeiro,60,2,1,0
São Paulo,65,2,2,1
Belo Horizonte,450,7,5,3
São Paulo,180,3,4,3
São Paulo,130,3,3,2
São Paulo,200,3,2,6
São Paulo,180,2,3,2
Belo Horizonte,55,2,2,1
São Paulo,79,2,1,2
São Paulo,47,1,1,1
São Paulo,65,2,1,1
Campinas,292,4,4,3
Belo Horizonte,181,4,2,2
São Paulo,327,5,4,5
São Paulo,300,2,3,2
São Paulo,366,4,5,5
Rio de Janeiro,115,3,3,1
Belo Horizonte,216,4,5,5
São Paulo,70,2,1,1
São Paulo,170,3,3,2
São Paulo,65,3,2,2
São Paulo,88,3,3,2
São Paulo,54,1,1,0
São Paulo,95,1,2,2
São Paulo,800,4,5,4
São Paulo,75,1,1,0
Rio de Janeiro,38,1,1,0
São Paulo,178,2,4,3
São Paulo,310,2,6,3
São Paulo,66,1,1,1
Rio de Janeiro,90,3,2,0
São Paulo,180,3,3,2
Rio de Janeiro,40,1,1,0
São Paulo,150,3,2,1
São Paulo,37,1,1,0
São Paulo,71,2,2,1
São Paulo,130,3,2,2
Rio de Janeiro,75,2,2,1
São Paulo,45,1,1,1
Campinas,260,4,3,4
São Paulo,50,1,1,0
São Paulo,63,2,2,1
São Paulo,99,2,1,1
São Paulo,170,4,4,3
Belo Horizonte,67,2,2,1
São Paulo,126,2,2,2
Rio de Janeiro,70,2,2,2
Rio de Janeiro,57,1,1,1
Porto Alegre,27,1,1,0
Campinas,78,1,2,1
São Paulo,1100,4,6,10
São Paulo,162,2,2,3
São Paulo,85,2,2,2
Rio de Janeiro,67,2,1,1
Rio de Janeiro,122,3,1,0
São Paulo,220,4,3,4
São Paulo,30,1,1,0
São Paulo,50,1,1,0
Belo Horizonte,120,3,2,2
Rio de Janeiro,75,2,2,1
São Paulo,70,2,2,2
São Paulo,650,4,6,6
Porto Alegre,71,3,2,1
São Paulo,27,1,1,0
São Paulo,187,3,3,2
São Paulo,110,3,2,1
São Paulo,180,4,2,2
São Paulo,57,2,2,2
São Paulo,250,3,2,2
São Paulo,49,2,2,1
São Paulo,110,1,1,1
São Paulo,59,2,2,1
São Paulo,65,2,1,1
São Paulo,220,4,2,2
São Paulo,220,3,2,2
São Paulo,88,2,2,1
São Paulo,90,3,2,2
São Paulo,30,1,1,0
São Paulo,49,2,1,1
Rio de Janeiro,100,3,2,0
Rio de Janeiro,120,3,1,1
São Paulo,150,2,3,3
Belo Horizonte,100,3,2,0
São Paulo,170,3,3,0
Campinas,70,2,1,2
São Paulo,70,1,1,1
São Paulo,80,1,1,1
São Paulo,60,2,2,1
São Paulo,100,3,3,3
São Paulo,260,4,2,3
São Paulo,300,3,5,4
São Paulo,86,3,3,2
São Paulo,250,4,4,2
Porto Alegre,48,1,1,0
Belo Horizonte,70,3,2,2
São Paulo,82,3,2,2
São Paulo,80,3,2,1
Porto Alegre,429,5,4,5
Campinas,104,2,2,1
Rio de Janeiro,35,1,1,0
São Paulo,240,4,2,1
São Paulo,40,1,1,0
São Paulo,400,3,3,2
São Paulo,90,2,2,2
São Paulo,45,2,1,1
Rio de Janeiro,110,3,2,0
Rio de Janeiro,110,4,2,2
Porto Alegre,143,2,1,2
São Paulo,60,2,2,2
São Paulo,124,3,3,2
São Paulo,55,2,1,1
São Paulo,73,3,2,2
Belo Horizonte,200,4,4,2
Porto Alegre,70,1,1,0
São Paulo,44,1,1,0
Rio de Janeiro,87,2,1,1
Porto Alegre,60,1,1,1
São Paulo,200,3,5,3
São Paulo,80,2,1,1
Porto Alegre,51,2,1,1
São Paulo,147,2,3,2
Belo Horizonte,210,3,4,3
São Paulo,110,3,2,2
Porto Alegre,50,1,1,0
Rio de Janeiro,32,1,1,0
Belo Horizonte,82,3,2,1
São Paulo,98,3,3,2
Rio de Janeiro,170,4,3,2
São Paulo,20,1,1,0
Belo Horizonte,168,4,3,2
Rio de Janeiro,50,2,1,0
São Paulo,212,4,4,3
São Paulo,73,2,2,1
São Paulo,50,1,1,1
São Paulo,20,1,1,0
Belo Horizonte,190,1,1,1
São Paulo,450,4,6,2
Belo Horizonte,180,5,5,4
Belo Horizonte,682,6,7,6
Rio de Janeiro,68,2,1,0
Porto Alegre,58,2,1,0
Belo Horizonte,60,3,2,1
Campinas,50,1,1,1
Belo Horizonte,120,3,3,1
São Paulo,43,2,1,1
São Paulo,91,1,2,2
Campinas,75,2,1,2
São Paulo,300,4,3,4
Campinas,74,2,2,2
Belo Horizonte,90,3,2,2
Belo Horizonte,154,4,4,3
São Paulo,280,3,3,7
São Paulo,150,3,3,2
São Paulo,20,1,1,0
São Paulo,110,2,2,0
São Paulo,247,4,4,4
São Paulo,220,3,4,2
São Paulo,70,2,2,0
São Paulo,98,3,2,2
São Paulo,300,4,6,6
Porto Alegre,80,2,1,1
São Paulo,57,2,1,2
São Paulo,75,2,1,0
Rio de Janeiro,70,2,2,1
São Paulo,80,2,1,0
São Paulo,372,5,4,6
São Paulo,120,3,2,2
Campinas,71,1,1,1
São Paulo,130,3,3,2
São Paulo,300,2,1,2
Belo Horizonte,320,5,4,3
Belo Horizonte,200,3,2,2
Porto Alegre,56,2,2,1
São Paulo,165,3,2,3
São Paulo,35,1,1,0
Belo Horizonte,96,3,1,1
Campinas,450,4,5,4
São Paulo,227,4,4,3
São Paulo,40,1,1,1
São Paulo,288,4,5,4
Belo Horizonte,90,1,2,0
São Paulo,45,2,1,1
São Paulo,63,2,2,1
Belo Horizonte,120,3,2,2
São Paulo,94,3,2,2
Porto Alegre,60,1,1,1
Porto Alegre,106,3,2,2
São Paulo,167,3,4,2
Belo Horizonte,69,2,3,2
Rio de Janeiro,300,4,4,1
São Paulo,50,2,1,0
Porto Alegre,40,1,1,0
São Paulo,380,4,3,3
Rio de Janeiro,20,1,1,0
Campinas,50,2,1,1
São Paulo,60,2,2,1
São Paulo,40,1,1,1
São Paulo,62,2,2,1
Rio de Janeiro,230,3,3,0
Campinas,45,2,1,1
Porto Alegre,60,2,1,0
São Paulo,65,2,2,1
Rio de Janeiro,90,3,1,0
São Paulo,150,3,3,2
São Paulo,180,3,4,3
Belo Horizonte,95,3,2,2
Rio de Janeiro,45,1,1,0
São Paulo,216,3,5,0
Campinas,58,1,1,0
São Paulo,42,1,1,0
Porto Alegre,40,1,1,0
São Paulo,220,4,4,3
Belo Horizonte,42,1,1,1
Rio de Janeiro,421,3,3,1
Campinas,226,4,2,2
São Paulo,55,1,1,0
Porto Alegre,61,1,1,1
Rio de Janeiro,50,1,1,0
São Paulo,300,4,4,0
Porto Alegre,58,2,2,2
Porto Alegre,104,3,3,2
Rio de Janeiro,72,2,2,0
Campinas,65,3,1,1
São Paulo,160,4,2,2
Campinas,40,1,1,0
São Paulo,23,1,1,1
São Paulo,35,1,1,0
Porto Alegre,28,1,1,0
São Paulo,20,1,1,0
São Paulo,68,2,2,1
Campinas,70,3,1,1
São Paulo,127,2,3,2
São Paulo,138,3,2,3
Campinas,53,1,1,1
São Paulo,130,5,2,0
Porto Alegre,39,1,1,1
Porto Alegre,60,2,1,0
São Paulo,300,4,4,4
São Paulo,500,3,3,5
Campinas,90,3,2,1
Campinas,120,3,1,2
São Paulo,134,3,5,2
Campinas,78,2,1,1
São Paulo,55,1,1,1
São Paulo,167,3,3,2
São Paulo,15,1,1,0
Belo Horizonte,46,2,1,1
Rio de Janeiro,30,1,1,0
Rio de Janeiro,60,2,2,1
São Paulo,380,3,3,4
Belo Horizonte,95,3,2,1
São Paulo,55,2,2,1
Belo Horizonte,55,2,1,1
Rio de Janeiro,30,1,1,0
Rio de Janeiro,58,2,1,0
São Paulo,480,4,5,2
São Paulo,97,3,2,2
São Paulo,33,1,1,1
São Paulo,192,3,4,2
Rio de Janeiro,114,4,2,1
São Paulo,70,2,2,0
Campinas,240,3,4,4
Porto Alegre,110,3,1,0
Rio de Janeiro,950,6,5,2
São Paulo,55,1,1,1
Campinas,166,4,3,3
Porto Alegre,117,3,3,2
Campinas,115,3,2,1
Campinas,55,2,1,1
São Paulo,85,1,2,1
São Paulo,61,1,2,1
São Paulo,34,1,1,0
Porto Alegre,70,3,2,0
São Paulo,85,2,2,0
São Paulo,93,2,1,1
São Paulo,150,3,2,1
São Paulo,48,2,1,1
Belo Horizonte,70,2,1,0
Campinas,80,2,2,1
São Paulo,137,3,3,3
São Paulo,230,3,4,3
São Paulo,95,3,2,1
Rio de Janeiro,87,2,2,1
Belo Horizonte,800,8,7,4
São Paulo,88,3,1,2
São Paulo,245,3,3,1
São Paulo,34,1,1,0
São Paulo,469,4,5,4
Rio de Janeiro,113,2,2,1
Belo Horizonte,200,4,4,3
Rio de Janeiro,44,1,1,0
São Paulo,45,2,1,1
São Paulo,63,2,2,1
Porto Alegre,58,1,1,0
São Paulo,55,2,2,1
São Paulo,320,4,4,2
Belo Horizonte,57,1,1,1
São Paulo,240,5,2,3
São Paulo,127,3,2,1
São Paulo,18,1,1,0
Campinas,35,1,1,0
São Paulo,320,3,5,3
Campinas,46,1,1,0
São Paulo,130,3,2,1
São Paulo,37,1,1,0
Campinas,136,3,4,2
São Paulo,81,2,2,1
São Paulo,38,1,1,0
São Paulo,198,3,4,2
Belo Horizonte,220,5,4,4
São Paulo,125,3,4,1
São Paulo,450,4,6,4
São Paulo,145,3,2,2
Belo Horizonte,70,3,1,2
Porto Alegre,140,3,4,3
São Paulo,100,3,2,1
São Paulo,39,1,1,0
Rio de Janeiro,98,2,2,1
São Paulo,367,4,5,3
São Paulo,61,2,2,1
Belo Horizonte,66,2,2,1
São Paulo,235,3,3,0
Campinas,110,3,3,2
São Paulo,84,3,2,1
São Paulo,165,3,1,3
Belo Horizonte,90,2,1,0
São Paulo,48,1,1,0
Porto Alegre,60,2,1,1
São Paulo,92,3,2,2
Rio de Janeiro,80,3,1,1
Belo Horizonte,25,1,1,0
São Paulo,220,4,4,4
Campinas,74,2,3,1
São Paulo,98,2,2,0
São Paulo,69,2,2,1
São Paulo,90,2,1,1
Rio de Janeiro,105,2,2,0
São Paulo,400,3,4,4
São Paulo,110,2,2,2
São Paulo,245,3,4,3
Belo Horizonte,60,1,1,1
Porto Alegre,40,1,1,0
Porto Alegre,35,1,1,1
São Paulo,35,1,1,0
São Paulo,500,3,2,8
São Paulo,30,1,1,0
Belo Horizonte,200,3,3,0
São Paulo,33,1,1,1
Porto Alegre,47,1,1,1
São Paulo,50,1,1,0
São Paulo,54,2,2,2
Rio de Janeiro,60,2,1,0
São Paulo,36,1,1,1
Belo Horizonte,205,4,4,4
Rio de Janeiro,625,5,3,2
Campinas,60,2,1,1
São Paulo,50,1,1,0
São Paulo,185,2,3,3
São Paulo,256,3,4,4
São Paulo,170,3,3,2
Porto Alegre,90,3,1,0
Belo Horizonte,110,2,3,0
Campinas,89,3,2,2
São Paulo,54,1,1,1
São Paulo,113,3,2,2
São Paulo,100,3,1,1
São Paulo,400,4,6,5
São Paulo,65,2,1,1
Porto Alegre,65,3,2,1
São Paulo,50,1,1,1
Rio de Janeiro,150,3,3,1
Rio de Janeiro,170,4,3,4
Belo Horizonte,164,4,2,2
Campinas,470,3,4,0
São Paulo,430,4,6,2
São Paulo,108,3,3,2
Belo Horizonte,75,2,2,1
Porto Alegre,200,4,3,1
Belo Horizonte,32,1,1,1
Rio de Janeiro,40,1,1,0
São Paulo,360,4,5,4
Belo Horizonte,55,1,1,1
Rio de Janeiro,30,1,1,0
São Paulo,59,2,1,1
Rio de Janeiro,120,3,2,1
São Paulo,78,3,2,2
Rio de Janeiro,95,2,3,0
São Paulo,180,3,3,1
São Paulo,91,2,3,2
Campinas,70,2,1,1
São Paulo,315,3,5,4
Rio de Janeiro,56,2,1,1
São Paulo,480,4,3,3
São Paulo,400,3,3,6
Belo Horizonte,83,4,2,2
Porto Alegre,47,1,1,1
São Paulo,90,2,1,1
Porto Alegre,131,3,2,1
São Paulo,700,5,7,3
Belo Horizonte,180,3,2,0
Campinas,60,2,1,0
Porto Alegre,50,1,1,1
Campinas,200,3,2,3
Rio de Janeiro,80,4,3,1
Campinas,54,2,1,1
São Paulo,150,3,2,1
São Paulo,129,3,3,1
São Paulo,200,3,2,1
Rio de Janeiro,65,1,1,0
São Paulo,210,4,2,2
Rio de Janeiro,115,3,2,2
Belo Horizonte,350,4,5,5
Rio de Janeiro,55,1,1,0
São Paulo,46,1,1,0
Rio de Janeiro,160,3,2,1
Belo Horizonte,230,4,4,4
São Paulo,180,4,4,4
São Paulo,440,4,3,7
São Paulo,90,2,2,1
Campinas,45,1,1,0
São Paulo,77,3,1,1
São Paulo,25,1,1,0
São Paulo,65,3,1,1
Porto Alegre,60,2,2,0
Belo Horizonte,50,2,1,1
São Paulo,103,3,2,2
São Paulo,35,5,1,0
Porto Alegre,121,2,1,2
São Paulo,307,4,6,4
Rio de Janeiro,150,3,2,2
Porto Alegre,98,2,3,2
São Paulo,16,1,1,0
Belo Horizonte,45,1,1,1
Rio de Janeiro,45,2,1,0
Rio de Janeiro,70,3,1,1
São Paulo,200,4,2,2
Rio de Janeiro,155,3,2,1
São Paulo,35,1,1,1
Campinas,60,3,2,1
São Paulo,35,1,1,0
São Paulo,67,2,2,1
São Paulo,38,1,1,0
Belo Horizonte,190,4,4,4
São Paulo,45,1,1,1
Campinas,600,5,5,4
São Paulo,27,1,1,1
São Paulo,160,3,2,2
Belo Horizonte,320,4,6,4
São Paulo,41,1,1,1
São Paulo,60,1,1,1
São Paulo,66,1,1,1
Rio de Janeiro,41,1,1,0
São Paulo,98,2,3,3
São Paulo,75,2,1,0
Rio de Janeiro,62,2,1,0
São Paulo,120,2,1,1
São Paulo,98,1,2,2
São Paulo,380,4,5,4
São Paulo,45,1,1,1
Belo Horizonte,65,2,1,1
São Paulo,88,2,1,1
São Paulo,250,3,4,2
Campinas,108,1,3,2
São Paulo,160,3,2,2
São Paulo,70,2,1,0
São Paulo,320,4,5,5
São Paulo,68,3,1,1
Rio de Janeiro,130,3,2,1
São Paulo,600,3,3,3
Porto Alegre,127,3,2,2
Rio de Janeiro,200,4,4,4
São Paulo,90,3,2,2
São Paulo,135,2,1,0
Porto Alegre,70,2,2,0
São Paulo,46,1,1,1
São Paulo,20,1,1,0
São Paulo,350,3,6,4
Rio de Janeiro,45,1,1,1
Rio de Janeiro,223,3,3,0
Porto Alegre,115,1,2,2
Belo Horizonte,85,3,2,1
Campinas,63,2,1,1
Belo Horizonte,69,3,2,1
São Paulo,48,2,1,1
Rio de Janeiro,400,5,4,2
São Paulo,49,2,1,1
São Paulo,120,4,2,2
São Paulo,168,3,4,3
Rio de Janeiro,80,3,1,0
São Paulo,100,2,4,2
São Paulo,38,1,1,1
Porto Alegre,45,1,1,0
São Paulo,123,3,3,0
São Paulo,200,4,2,3
Campinas,73,3,1,1
São Paulo,80,2,1,1
Rio de Janeiro,185,4,3,3
São Paulo,100,3,3,4
São Paulo,240,3,3,2
Rio de Janeiro,405,4,3,2
São Paulo,130,3,4,4
Porto Alegre,129,2,3,1
São Paulo,130,2,2,2
Porto Alegre,73,2,1,1
Campinas,50,2,1,1
Belo Horizonte,90,3,2,1
São Paulo,25,1,1,0
São Paulo,556,4,5,7
São Paulo,23,1,1,0
Porto Alegre,110,2,2,0
São Paulo,350,4,3,3
Campinas,300,4,3,5
São Paulo,20,1,1,0
Belo Horizonte,31,1,1,1
São Paulo,250,4,3,3
Belo Horizonte,200,4,2,2
São Paulo,500,4,7,6
Rio de Janeiro,105,3,2,0
São Paulo,320,5,3,8
São Paulo,236,4,4,0
São Paulo,50,1,1,0
Rio de Janeiro,65,2,1,0
Belo Horizonte,502,4,3,4
São Paulo,160,3,3,2
São Paulo,90,2,2,1
Campinas,44,1,1,1
São Paulo,200,4,7,4
São Paulo,150,3,2,0
Campinas,578,4,5,8
São Paulo,85,3,2,1
São Paulo,67,1,1,1
Belo Horizonte,900,6,6,6
São Paulo,182,4,4,3
Belo Horizonte,54,2,1,1
São Paulo,33,1,1,0
São Paulo,236,4,5,4
São Paulo,33,1,1,1
São Paulo,25,1,1,0
Porto Alegre,400,4,4,6
Rio de Janeiro,130,4,2,2
São Paulo,240,4,3,3
São Paulo,190,4,3,2
São Paulo,42,1,1,1
São Paulo,112,2,3,2
Porto Alegre,108,3,2,2
Rio de Janeiro,50,1,1,0
Belo Horizonte,60,2,1,1
São Paulo,60,3,1,1
São Paulo,462,4,4,0
São Paulo,70,1,2,2
São Paulo,72,2,1,1
São Paulo,320,4,5,0
Belo Horizonte,140,2,2,2
Campinas,60,1,1,0
São Paulo,114,5,3,1
Rio de Janeiro,40,1,1,0
São Paulo,76,1,1,1
São Paulo,170,3,5,3
Belo Horizonte,156,4,2,2
Campinas,65,2,1,1
Porto Alegre,67,1,1,1
Porto Alegre,110,3,2,1
São Paulo,300,4,5,5
Porto Alegre,47,1,1,1
São Paulo,35,1,1,0
Rio de Janeiro,46,2,1,0
São Paulo,60,2,1,0
São Paulo,170,3,2,3
Rio de Janeiro,30,1,1,0
Rio de Janeiro,84,2,2,1
São Paulo,720,4,5,4
Porto Alegre,83,2,1,0
São Paulo,250,3,3,1
São Paulo,325,3,5,0
Campinas,98,1,1,1
São Paulo,95,2,2,1
São Paulo,380,4,4,4
Rio de Janeiro,70,2,1,0
São Paulo,86,3,3,0
Belo Horizonte,367,4,3,8
São Paulo,495,5,5,4
São Paulo,320,4,4,6
São Paulo,197,3,4,3
São Paulo,140,4,2,1
Rio de Janeiro,105,2,1,1
São Paulo,200,3,4,4
Rio de Janeiro,88,3,2,1
São Paulo,96,3,3,2
São Paulo,192,3,4,4
São Paulo,110,3,4,3
Porto Alegre,43,1,1,2
São Paulo,48,2,1,1
São Paulo,65,2,1,0
São Paulo,400,5,3,6
Campinas,160,3,2,0
Campinas,60,2,1,1
São Paulo,110,3,2,2
Belo Horizonte,56,3,1,1
Rio de Janeiro,140,3,2,2
São Paulo,150,3,2,3
São Paulo,208,3,4,3
Belo Horizonte,32,1,1,0
Campinas,50,1,1,1
Belo Horizonte,300,5,3,4
São Paulo,32,1,1,1
Porto Alegre,900,5,5,2
São Paulo,40,1,1,0
Porto Alegre,301,3,3,4
São Paulo,299,5,4,2
São Paulo,131,3,2,1
Rio de Janeiro,78,2,1,1
São Paulo,45,1,1,0
São Paulo,250,5,3,2
Porto Alegre,40,1,1,0
Porto Alegre,40,1,1,1
São Paulo,244,3,6,4
Belo Horizonte,190,2,3,0
Porto Alegre,80,3,2,1
São Paulo,56,1,1,1
Rio de Janeiro,53,1,1,0
Belo Horizonte,243,4,4,4
Campinas,62,2,1,0
Porto Alegre,110,2,2,1
São Paulo,176,3,3,3
São Paulo,150,3,2,1
São Paulo,190,4,4,3
Rio de Janeiro,62,2,1,0
São Paulo,78,2,1,0
São Paulo,330,3,6,5
Rio de Janeiro,284,4,4,1
Belo Horizonte,999,6,6,6
Campinas,55,1,1,0
São Paulo,50,2,1,1
Porto Alegre,109,4,3,1
São Paulo,420,4,4,2
Porto Alegre,40,1,1,0
São Paulo,140,3,3,2
Belo Horizonte,400,4,5,3
São Paulo,28,1,1,1
São Paulo,74,2,2,0
Belo Horizonte,41,2,1,1
São Paulo,76,2,1,0
Belo Horizonte,233,3,3,0
São Paulo,30,1,1,0
São Paulo,530,4,5,6
Campinas,94,3,3,2
São Paulo,160,3,3,1
Rio de Janeiro,84,3,3,1
São Paulo,120,3,2,2
São Paulo,180,3,2,2
São Paulo,51,2,1,1
Porto Alegre,65,1,1,0
Campinas,206,3,2,3
Porto Alegre,75,3,2,1
Porto Alegre,125,3,2,4
Campinas,75,3,2,2
São Paulo,96,3,1,1
Belo Horizonte,80,2,2,1
Porto Alegre,45,2,1,1
Campinas,68,2,1,1
Porto Alegre,50,2,1,1
São Paulo,200,2,4,1
São Paulo,100,3,2,2
São Paulo,107,2,1,0
Rio de Janeiro,60,1,2,0
Rio de Janeiro,180,6,3,2
São Paulo,85,3,2,2
São Paulo,20,1,1,0
Belo Horizonte,260,4,3,2
Belo Horizonte,152,4,4,3
Rio de Janeiro,25,1,1,0
São Paulo,80,2,1,1
Porto Alegre,79,2,2,1
São Paulo,70,2,2,1
São Paulo,92,2,2,1
Porto Alegre,68,2,1,0
São Paulo,158,3,3,2
São Paulo,45,1,1,1
Belo Horizonte,284,5,2,3
São Paulo,500,4,6,3
São Paulo,151,4,3,3
Porto Alegre,65,2,1,1
São Paulo,70,2,1,0
São Paulo,115,4,3,4
São Paulo,155,1,1,2
São Paulo,35,3,2,0
Belo Horizonte,71,3,2,1
São Paulo,48,2,1,1
Porto Alegre,202,3,3,3
Porto Alegre,18,1,1,0
Campinas,76,3,1,1
São Paulo,25,1,1,0
Rio de Janeiro,68,2,1,1
Belo Horizonte,44,2,1,1
Rio de Janeiro,320,3,3,2
São Paulo,180,3,2,1
São Paulo,250,3,2,2
Porto Alegre,60,1,2,2
Porto Alegre,180,3,2,2
São Paulo,60,1,2,1
Porto Alegre,50,2,1,1
São Paulo,35,1,1,0
São Paulo,270,4,4,0
São Paulo,479,4,5,4
São Paulo,50,1,2,1
Rio de Janeiro,80,2,2,1
Porto Alegre,110,3,2,0
Belo Horizonte,310,4,4,3
Campinas,500,4,4,3
São Paulo,256,3,3,2
São Paulo,52,2,1,1
Porto Alegre,44,1,1,1
São Paulo,100,2,4,2
Belo Horizonte,500,5,4,4
São Paulo,50,1,1,1
Belo Horizonte,402,4,7,4
Campinas,45,1,1,1
Rio de Janeiro,40,1,1,0
São Paulo,35,1,1,0
Rio de Janeiro,75,2,2,1
São Paulo,190,3,4,4
Belo Horizonte,193,4,2,1
São Paulo,90,3,2,2
São Paulo,215,3,4,4
Rio de Janeiro,65,2,2,0
Rio de Janeiro,93,2,2,0
Campinas,50,2,1,1
São Paulo,170,3,2,0
Rio de Janeiro,380,4,3,2
São Paulo,150,3,3,0
Rio de Janeiro,45,1,1,0
Belo Horizonte,80,3,1,1
São Paulo,35,1,1,0
São Paulo,22,1,1,0
São Paulo,107,3,2,2
São Paulo,125,2,2,1
Porto Alegre,80,3,2,2
São Paulo,24,1,1,0
São Paulo,87,3,2,3
São Paulo,400,7,7,0
Campinas,55,1,1,1
São Paulo,48,2,1,1
São Paulo,129,3,2,2
Rio de Janeiro,200,3,3,0
Porto Alegre,240,5,4,4
São Paulo,140,3,2,3
Rio de Janeiro,30,1,1,0
Porto Alegre,28,1,1,1
São Paulo,43,1,1,0
Rio de Janeiro,184,4,2,3
São Paulo,120,3,3,2
São Paulo,170,3,3,2
São Paulo,77,3,2,1
Porto Alegre,50,1,1,0
Porto Alegre,42,1,1,0
São Paulo,250,2,1,0
Belo Horizonte,33,1,1,1
Porto Alegre,106,3,3,2
São Paulo,480,5,8,6
São Paulo,74,1,1,1
São Paulo,230,4,5,4
Campinas,62,2,1,0
Rio de Janeiro,103,4,3,0
Campinas,90,3,2,0
Rio de Janeiro,15,1,1,0
São Paulo,137,3,3,1
Porto Alegre,50,1,1,0
São Paulo,76,2,1,0
São Paulo,168,4,3,3
São Paulo,148,3,3,3
Belo Horizonte,220,4,3,3
São Paulo,120,3,3,2
Campinas,136,4,5,2
Rio de Janeiro,50,1,1,1
Porto Alegre,78,3,1,1
São Paulo,42,1,1,1
São Paulo,45,1,1,0
São Paulo,170,5,4,4
Belo Horizonte,310,5,2,1
São Paulo,170,6,5,1
São Paulo,68,2,1,1
São Paulo,380,4,5,5
São Paulo,62,2,1,1
São Paulo,30,1,1,1
Belo Horizonte,50,2,1,1
Belo Horizonte,20,1,1,0
São Paulo,63,2,2,1
São Paulo,60,1,1,0
São Paulo,86,3,3,0
São Paulo,100,3,2,1
São Paulo,70,2,2,1
São Paulo,42,1,1,1
São Paulo,90,3,2,0
São Paulo,45,1,1,1
Porto Alegre,73,2,3,1
Porto Alegre,209,3,3,2
São Paulo,200,4,3,2
Rio de Janeiro,94,2,2,2
Porto Alegre,115,2,2,1
Belo Horizonte,200,4,2,1
Porto Alegre,147,3,1,1
São Paulo,60,1,1,1
São Paulo,200,3,3,6
Rio de Janeiro,150,2,1,0
São Paulo,135,2,3,2
São Paulo,78,1,2,2
São Paulo,124,3,3,2
Porto Alegre,102,3,2,1
Campinas,200,5,2,4
São Paulo,150,3,2,3
Rio de Janeiro,40,1,2,0
São Paulo,240,3,4,4
São Paulo,102,3,3,0
São Paulo,149,3,3,2
São Paulo,300,4,2,3
Belo Horizonte,75,2,2,2
São Paulo,48,2,1,1
Rio de Janeiro,58,2,1,0
Porto Alegre,59,2,1,0
Rio de Janeiro,136,3,2,1
São Paulo,35,1,1,1
São Paulo,103,3,2,1
São Paulo,129,3,2,3
São Paulo,175,3,3,3
Campinas,96,3,2,2
Rio de Janeiro,60,2,1,0
São Paulo,38,1,1,1
Belo Horizonte,211,3,3,3
São Paulo,72,2,1,1
São Paulo,440,1,2,4
São Paulo,70,3,2,1
São Paulo,70,1,1,4
São Paulo,53,2,2,1
São Paulo,161,2,2,3
São Paulo,180,3,3,1
Porto Alegre,260,2,5,4
Belo Horizonte,60,2,1,1
São Paulo,120,1,2,2
Porto Alegre,36,1,1,0
